,HSNS1,HSNS2,HSNS3,HSNS4,HSNS5,HSNS6,HSNS7,HSNS8,HSNS9,HSNS10,DDP1,DDP2,DDP3,DDP4,DDN1,DDN2,DDN3,DDN4,DDM1,DDM2,DDM3,DDM4,age,gender,accuracy,country
35540,3,2,4,1,2,3,4,2,3,2,2,2,2,5,3,2,4,2,2,4,4,2,26,2,90,GB
35541,2,5,4,1,2,4,5,1,4,1,1,2,1,4,4,4,2,2,1,4,4,1,30,2,95,GB
35542,5,1,1,5,5,5,4,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,20,1,100,GB
35543,5,3,5,1,4,3,5,1,3,1,3,0,3,5,4,4,4,2,4,5,3,2,22,1,75,AU
35544,5,4,4,5,4,5,4,3,5,4,4,4,4,4,5,4,4,5,5,5,5,4,22,2,100,US
35545,5,1,5,4,5,5,4,4,5,4,2,4,5,4,4,5,5,3,1,2,5,1,24,1,98,US
35546,5,4,4,5,3,5,4,5,5,3,1,2,2,3,4,4,4,4,3,4,4,3,20,2,100,GB
35547,4,4,3,3,3,4,3,3,3,2,2,1,2,4,4,2,3,1,2,3,2,2,59,1,50,US
35549,3,4,5,2,3,5,5,5,5,1,2,5,4,5,5,5,4,3,5,5,5,5,31,2,50,FI
35550,5,2,3,1,3,4,3,5,4,1,1,2,2,4,2,2,2,2,4,4,2,2,37,2,50,AU
35551,5,1,4,2,5,5,3,4,4,5,4,3,4,5,4,4,4,4,4,3,5,3,28,1,90,SG
35552,2,3,3,5,4,5,4,2,4,3,4,4,4,4,4,2,3,2,4,4,4,3,31,2,95,US
35553,5,5,2,3,4,5,4,4,4,3,4,2,4,4,4,4,4,4,2,2,4,2,28,2,98,PH
35554,5,5,5,4,2,5,5,4,4,3,2,3,4,5,5,5,5,4,5,5,1,4,19,2,70,PH
35556,4,3,2,2,2,5,4,2,4,2,5,5,2,3,4,3,4,2,5,4,4,4,50,1,90,US
35557,3,4,4,2,2,2,4,3,4,4,1,2,2,4,5,4,4,3,1,4,3,1,28,2,95,US
35558,3,3,3,3,3,4,4,4,5,4,4,4,4,4,5,4,4,3,5,5,4,4,33,1,95,US
35559,5,3,3,2,4,5,3,4,3,4,3,2,4,5,4,2,4,3,4,4,4,4,34,1,95,CA
35560,4,2,2,4,5,4,4,4,4,5,4,4,3,5,4,4,4,4,5,5,4,4,22,2,97,CA
35561,3,3,3,4,4,4,4,4,4,4,3,1,4,5,1,2,2,2,2,2,1,1,18,2,95,US
35563,4,2,2,3,4,4,2,4,4,3,4,3,4,4,4,2,3,3,3,4,4,2,48,1,90,US
35564,5,5,5,2,5,4,5,2,4,1,1,1,1,5,5,5,4,1,4,2,4,1,35,1,85,US
35565,3,3,4,4,5,4,4,4,4,3,2,2,3,4,5,4,4,2,4,3,3,3,26,1,85,US
35566,4,5,4,3,3,5,5,4,5,2,1,1,2,3,5,3,0,3,2,3,4,1,25,2,90,US
35567,4,4,2,4,4,4,2,4,4,3,5,4,4,0,4,4,5,4,4,5,4,4,26,1,85,US
35568,5,4,5,4,5,5,4,4,5,2,5,5,4,5,5,4,4,4,4,5,5,4,19,1,99,GB
35569,4,3,5,1,4,4,2,4,5,4,2,4,4,4,4,4,2,1,2,4,4,4,34,1,90,PH
35570,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,1,5,40,2,90,GB
35571,2,2,1,3,3,2,2,3,2,3,1,1,2,4,1,1,2,4,1,1,2,0,26,2,80,US
35572,5,4,5,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,21,1,100,US
35573,3,2,3,3,4,4,3,3,4,1,1,2,2,3,4,3,3,3,1,3,4,2,22,1,80,US
35574,4,2,2,2,4,5,3,3,4,4,4,2,4,4,4,3,4,3,4,2,2,2,55,1,93,US
35575,5,4,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,16,1,95,PH
35576,2,4,4,1,2,4,4,4,2,2,1,2,1,4,2,1,1,1,2,2,2,2,46,1,80,IE
35577,5,4,5,3,3,5,4,3,5,1,5,4,2,4,5,5,3,4,5,5,5,4,19,2,90,GB
35578,4,1,2,2,4,4,4,4,1,1,2,3,4,5,3,2,0,4,4,5,5,3,33,1,80,CA
35579,5,3,5,1,2,4,2,2,4,1,1,1,2,4,3,1,2,2,1,2,3,1,28,1,80,CA
35580,3,3,3,3,2,4,4,2,3,3,2,2,3,4,4,3,3,3,2,2,3,2,22,1,97,CA
35581,4,2,4,3,4,5,4,4,4,2,4,4,4,5,4,4,3,4,3,4,3,2,53,2,75,US
35582,4,3,2,2,1,4,4,2,4,1,1,1,1,1,4,4,4,1,1,1,1,1,52,2,90,CA
35583,5,4,2,2,2,2,4,2,4,1,2,2,1,2,4,4,3,3,2,2,1,2,63,2,10,US
35586,3,3,4,1,1,4,1,3,2,1,2,1,1,1,1,1,1,1,3,4,3,1,20,2,100,US
35587,5,2,4,1,4,4,5,4,1,2,1,1,4,5,5,4,2,2,4,4,4,4,39,1,75,US
35588,4,5,5,4,4,4,5,4,5,4,2,2,4,2,5,5,5,2,4,4,2,2,29,1,70,DE
35589,3,2,2,2,5,5,2,5,3,4,2,1,3,1,4,3,3,1,1,1,1,2,25,1,25,SE
35590,3,3,3,0,2,4,2,2,3,4,4,3,4,4,4,4,4,2,4,4,5,3,35,1,95,CA
35591,4,2,4,2,3,4,2,4,4,4,4,2,4,4,2,1,1,2,2,2,3,2,48,1,90,US
35592,4,2,4,2,2,2,2,2,2,2,2,3,2,4,4,3,4,4,2,3,4,2,44,2,100,US
35593,4,4,5,3,4,4,4,3,4,3,2,3,2,4,4,4,5,3,3,4,4,2,26,2,70,GB
35594,4,5,4,4,3,4,4,1,4,1,1,1,1,4,4,4,2,1,1,2,1,1,30,2,75,CA
35595,4,2,1,2,2,4,4,2,1,1,2,1,1,4,4,4,2,4,2,4,2,2,34,2,96,US
35596,2,3,2,1,3,3,3,1,3,1,1,1,2,4,3,3,3,2,2,4,2,1,44,2,90,CA
35597,4,2,4,2,2,4,4,4,4,2,4,3,2,4,4,2,2,2,4,4,3,4,42,1,80,FI
35598,5,4,4,2,3,5,3,1,1,5,1,1,2,3,4,4,0,1,1,4,5,2,24,1,100,CA
35599,4,4,4,1,3,2,5,2,4,1,0,2,2,4,5,4,4,2,2,4,4,2,25,1,85,DE
35600,4,3,4,4,4,4,3,4,4,2,2,3,4,2,4,4,2,4,2,4,4,2,27,2,50,PH
35601,1,5,5,5,1,5,4,1,5,1,1,1,1,4,5,2,5,2,2,3,3,1,21,1,100,US
35602,4,4,4,2,2,4,5,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,30,1,90,AU
35603,4,1,4,5,4,5,3,4,4,3,5,4,4,5,5,4,5,4,4,5,4,3,22,1,75,US
35604,2,4,4,2,2,2,5,2,2,2,1,2,2,2,2,2,2,2,2,4,2,2,41,2,95,US
35605,3,2,2,1,2,3,2,1,2,1,1,1,2,5,1,2,2,5,1,1,2,5,28,1,99,US
35606,4,2,4,2,4,4,5,4,2,2,2,3,3,4,4,4,4,3,4,5,5,3,43,1,80,CA
35607,4,1,4,5,4,2,4,2,1,1,4,2,4,5,4,3,5,1,4,4,3,2,14,1,70,GB
35608,5,5,4,4,2,2,5,4,2,1,2,1,4,4,4,4,2,2,4,5,5,4,37,1,100,US
35609,5,1,5,5,5,5,5,5,4,3,5,4,5,5,1,1,1,4,4,5,4,4,19,2,100,US
35610,2,3,3,3,3,4,3,1,3,2,1,2,1,5,4,1,2,2,2,2,1,2,15,2,96,US
35611,4,4,4,1,1,4,5,3,4,1,4,2,4,3,3,4,4,4,5,3,4,2,20,2,90,PH
35612,4,4,5,5,2,4,4,4,4,1,2,1,1,2,4,2,1,1,2,1,2,1,14,2,30,GB
35613,5,1,5,5,1,5,1,5,5,1,5,1,1,1,5,5,1,5,5,5,5,5,28,1,80,US
35614,3,4,4,3,2,4,4,4,4,2,2,2,3,4,4,0,4,2,4,4,4,2,37,2,75,CA
35615,5,3,4,3,4,4,2,4,3,2,2,2,2,4,4,4,4,2,3,5,4,3,20,1,8,CA
35616,4,4,5,2,2,4,5,4,4,2,3,1,3,3,3,4,4,3,2,2,4,2,22,2,82,US
35617,4,4,4,5,4,4,5,4,5,5,2,2,2,5,5,4,5,4,4,5,4,2,24,2,75,GB
35618,5,1,3,2,4,4,3,4,5,3,2,4,3,3,5,5,5,3,4,4,4,3,20,1,50,PH
35619,3,2,5,3,2,5,2,2,5,1,2,1,3,5,2,2,1,2,4,4,1,2,21,2,100,GB
35620,5,1,3,1,5,5,2,5,5,3,3,4,5,3,5,4,5,5,5,5,5,3,31,2,80,GB
35621,4,2,2,2,2,2,2,1,3,1,1,2,1,4,3,3,2,2,1,2,4,1,47,2,99,GB
35622,4,5,4,2,4,4,4,2,4,1,1,4,4,4,4,4,4,4,3,4,4,3,18,1,90,GB
35623,2,4,2,2,2,4,3,1,3,2,1,1,1,3,2,1,1,1,1,2,1,1,59,2,95,CA
35624,2,3,2,1,2,2,2,1,1,1,1,1,2,3,1,2,2,2,1,3,3,1,16,1,100,US
35625,3,4,4,2,4,4,4,4,4,4,4,3,4,5,3,3,2,3,3,4,2,3,24,1,50,US
35626,4,3,5,4,3,4,4,4,5,4,4,2,5,5,5,5,5,4,4,3,4,4,26,1,70,BR
35627,3,3,4,4,1,2,1,1,3,1,1,1,1,4,1,1,3,1,1,1,4,4,60,1,100,US
35628,5,3,4,2,2,3,4,3,4,1,3,1,2,4,2,2,2,2,1,3,2,1,20,1,80,FR
35629,4,4,5,2,2,4,4,2,5,3,2,2,3,2,4,5,4,4,4,4,4,3,37,2,80,SG
35630,2,2,5,2,2,3,3,1,4,2,1,1,1,2,4,4,1,2,1,1,1,1,18,2,75,US
35631,3,1,3,1,5,3,1,3,4,5,2,1,3,4,4,2,4,2,2,3,2,5,24,1,80,US
35632,5,5,5,2,5,5,5,5,5,5,3,4,2,5,4,4,3,3,4,1,5,4,38,2,95,US
35633,1,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,23,1,100,GB
35634,5,4,2,5,4,5,5,5,4,4,5,2,4,4,5,4,3,4,4,4,4,3,29,1,85,US
35635,2,2,4,1,2,3,2,2,2,2,2,3,4,5,4,2,4,2,2,5,2,2,23,1,73,US
35636,4,2,1,1,4,4,1,1,5,2,1,1,2,5,4,1,1,1,1,1,1,1,49,2,98,US
35637,5,5,5,5,4,4,5,4,5,5,3,2,3,5,5,5,4,2,4,4,5,3,24,1,95,AU
35639,2,2,4,2,3,3,4,3,4,2,5,1,1,1,0,4,4,2,2,4,4,3,47,2,95,US
35640,5,1,5,5,5,5,5,4,4,4,4,4,5,5,4,5,5,5,4,5,5,5,46,1,90,CA
35641,4,4,2,5,5,5,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,22,1,95,US
35642,3,1,3,4,4,4,3,4,3,3,2,4,3,4,4,4,3,3,3,4,4,2,49,1,90,AU
35643,3,4,4,1,2,3,4,2,2,1,1,1,1,4,3,4,1,2,3,4,4,2,51,2,75,AU
35644,4,4,4,4,2,4,4,4,4,4,2,2,2,4,3,3,4,4,4,4,4,4,16,2,85,US
35646,3,3,4,2,3,4,4,3,4,2,2,1,2,2,4,3,2,2,2,3,3,2,19,2,80,GB
35647,4,4,4,2,4,5,2,2,4,4,3,2,3,4,4,3,4,4,4,4,4,2,26,1,80,GB
35648,5,1,1,1,1,5,1,5,1,1,5,5,5,5,5,1,1,1,5,5,5,5,19,1,100,US
35649,5,2,3,4,5,5,2,5,2,5,4,5,5,5,3,4,4,5,4,5,4,5,21,1,95,US
35650,2,2,4,1,2,5,2,4,3,1,1,1,1,2,1,1,1,1,1,1,1,1,48,1,85,US
35651,2,3,2,2,3,2,3,2,2,2,1,1,1,3,2,3,1,2,2,1,2,2,51,1,100,CA
35652,1,2,2,4,2,3,4,2,3,1,1,1,1,1,2,5,1,1,2,1,1,1,70,2,90,US
35653,5,5,1,5,5,5,4,5,5,5,3,4,5,4,5,4,3,4,5,5,5,4,30,2,100,AU
35654,3,4,5,1,1,5,3,1,2,1,1,1,2,2,3,1,1,1,1,2,2,1,50,2,100,US
35655,3,2,3,2,1,4,3,2,3,1,1,1,1,3,4,4,4,2,4,1,3,2,21,2,90,US
35656,4,4,3,2,3,4,4,3,4,2,4,2,4,4,5,5,4,4,4,4,4,4,39,2,90,US
35657,5,4,3,2,4,5,4,4,3,5,4,4,5,5,5,5,4,3,5,4,3,4,24,2,90,BR
35658,4,2,5,4,5,5,4,3,5,5,2,4,4,4,3,2,4,4,2,2,2,3,28,1,85,US
35659,5,4,1,2,5,5,4,2,2,4,1,1,5,4,1,2,1,1,1,1,1,1,34,2,80,SG
35660,5,4,4,4,2,5,4,4,4,2,4,3,3,4,4,4,2,3,4,4,4,2,29,2,75,GB
35661,4,2,2,2,3,4,2,2,4,2,2,4,4,5,2,2,2,1,4,5,5,4,15,1,75,US
35662,2,5,2,3,1,2,4,2,4,2,1,1,2,2,4,5,2,4,1,4,4,1,43,2,100,US
35663,5,1,2,3,5,5,4,5,4,4,5,5,5,5,5,4,4,3,5,5,5,5,24,1,90,US
35664,3,3,1,3,1,2,3,1,1,3,3,5,3,3,3,5,4,5,4,4,4,5,25,2,80,BR
35666,4,5,3,4,5,5,4,5,1,4,0,1,3,4,5,5,5,5,2,5,1,4,23,1,80,US
35667,5,4,5,3,3,5,4,3,5,1,1,1,1,5,2,1,1,1,1,3,3,1,23,1,100,IN
35668,3,3,4,2,4,4,4,3,2,5,1,5,3,4,5,5,2,4,5,5,4,2,20,2,60,FI
35669,4,4,4,2,3,2,4,3,3,3,2,1,2,2,5,4,3,2,2,2,4,2,28,1,80,AU
35670,5,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20,1,50,CA
35671,5,3,5,2,1,4,4,1,5,2,0,1,2,1,2,3,3,4,3,4,3,1,18,1,75,PH
35672,1,1,1,2,3,2,2,1,1,1,1,1,1,4,2,1,3,1,1,1,1,5,44,1,100,AU
35673,2,2,3,2,2,2,3,2,2,2,1,1,3,4,4,3,4,2,2,3,2,2,16,1,90,US
35674,4,3,2,2,3,3,3,3,2,2,1,1,1,1,3,3,3,1,2,1,2,1,0,2,98,US
35675,4,4,4,2,2,4,2,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,18,2,50,PH
35676,2,2,5,3,4,3,2,2,4,2,2,3,4,2,4,2,3,2,2,5,1,3,16,2,80,US
35677,5,5,4,1,5,5,5,5,5,2,4,5,5,5,5,5,5,1,2,5,5,4,15,1,90,US
35678,4,3,4,5,3,5,5,3,4,2,5,5,4,5,5,5,3,2,5,5,5,4,16,2,100,US
35679,4,1,2,3,3,5,4,2,2,1,3,1,1,4,4,3,1,4,4,5,4,3,20,1,99,CA
35680,5,4,5,3,5,5,3,5,5,4,3,1,5,5,5,2,5,1,2,3,2,2,24,1,10,CA
35681,2,1,3,3,3,5,3,2,3,2,4,2,4,4,5,3,4,3,4,4,4,3,18,1,85,US
35682,4,4,2,2,2,2,4,2,4,2,1,2,2,4,4,2,2,2,2,2,4,2,42,1,90,US
35683,2,3,4,2,2,3,2,4,3,3,2,3,4,3,4,2,1,1,2,4,2,2,13,2,60,US
35684,4,5,4,2,2,4,4,2,3,2,1,1,2,2,3,3,2,2,3,3,2,2,53,2,95,AU
35685,3,4,5,2,2,3,4,3,2,2,2,2,4,4,4,2,1,1,2,3,2,1,23,1,90,US
35686,4,1,2,2,4,5,2,3,4,3,4,3,2,4,4,3,3,4,4,4,4,3,21,1,80,US
35687,5,5,4,2,2,5,5,3,2,2,2,4,3,2,3,2,2,2,3,3,4,3,18,2,50,US
35688,4,2,2,4,2,2,2,1,4,2,1,1,2,2,2,2,2,4,1,2,2,2,50,2,100,US
35689,1,4,4,4,4,5,5,3,5,3,4,4,4,4,5,3,3,4,4,4,3,3,25,1,95,US
35690,4,4,4,2,4,4,4,4,4,2,2,2,2,2,4,4,4,2,2,4,4,2,36,2,75,US
35691,4,5,4,3,1,4,5,4,4,1,1,1,1,5,4,2,4,2,2,4,3,1,41,2,100,US
35692,4,4,4,2,3,4,4,3,4,3,2,2,3,4,2,4,2,2,2,4,3,3,45,2,80,AU
35694,5,3,5,4,5,4,4,3,4,5,4,4,3,3,5,4,2,4,3,5,3,4,19,1,90,US
35695,4,4,4,3,4,4,5,4,4,3,3,3,3,4,4,4,5,4,4,3,3,3,19,2,90,PH
35696,5,5,5,2,4,4,5,5,2,1,2,4,4,5,5,3,4,1,2,3,1,1,27,2,66,IE
35697,3,3,3,3,4,2,3,2,2,2,1,1,1,3,1,1,1,2,2,1,2,1,55,2,68,AU
35698,5,1,1,5,5,5,1,3,5,3,5,2,4,5,2,3,5,5,0,5,5,4,33,1,95,US
35699,4,2,1,4,4,5,3,5,2,4,4,4,4,5,5,4,3,2,5,5,3,4,18,2,100,US
35700,5,3,4,4,4,5,4,5,5,5,2,2,2,2,4,4,5,4,5,4,5,4,18,1,100,US
35702,3,1,5,3,2,5,4,4,4,2,3,3,4,5,5,4,5,2,3,4,4,2,18,1,95,US
35703,5,4,5,4,4,1,4,5,5,5,5,4,5,4,5,5,4,5,5,5,5,4,36,1,90,US
35704,4,5,4,3,5,5,4,4,4,3,3,4,5,5,4,4,4,5,4,4,5,4,15,2,96,PH
35705,5,2,4,2,4,4,4,5,2,5,4,5,4,4,4,2,4,3,4,5,4,4,17,1,98,US
35706,5,4,5,5,4,4,5,5,5,1,2,3,5,5,5,5,2,2,2,5,2,4,18,1,60,US
35707,4,2,3,4,1,2,2,3,4,1,1,1,1,1,3,2,1,2,1,4,2,3,19,2,75,US
35708,5,3,4,3,4,3,4,2,4,1,2,1,3,5,4,4,3,2,3,3,4,2,52,2,100,US
35709,4,4,4,4,4,4,4,4,4,2,3,2,3,5,5,4,4,2,4,5,4,4,24,1,95,US
35710,4,2,4,1,4,3,3,3,3,3,2,1,3,3,3,2,1,1,3,2,2,1,36,2,70,US
35711,5,4,4,2,4,5,4,2,2,1,2,1,2,4,4,4,3,2,3,2,4,1,22,2,85,PH
35712,4,2,1,3,5,5,1,2,3,1,5,5,2,5,5,4,2,2,4,3,4,3,43,1,95,US
35713,4,3,3,1,2,4,4,2,4,2,3,2,3,4,4,4,3,2,2,4,3,1,39,1,91,CA
35714,5,1,1,3,4,5,1,5,5,4,5,5,5,5,5,3,5,1,4,4,4,4,17,2,90,US
35715,4,4,4,2,3,4,4,4,2,2,1,1,2,4,4,4,2,2,4,4,2,2,34,2,90,US
35716,3,3,2,5,1,4,1,1,1,1,1,1,1,4,5,5,5,2,3,4,4,2,14,1,95,US
35718,5,3,4,5,3,4,5,4,3,3,1,1,3,4,5,5,4,2,1,1,4,1,35,1,85,US
35719,4,5,5,4,1,5,5,4,1,1,1,1,4,5,4,4,2,3,2,4,4,1,17,2,90,US
35720,2,4,4,1,2,0,3,1,2,1,2,4,1,4,3,3,3,2,2,4,4,1,54,2,85,AU
35721,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,4,5,5,2,26,1,99,US
35723,4,5,5,4,4,5,4,4,5,4,2,4,5,5,5,2,4,3,3,5,2,4,18,1,90,CA
35725,5,2,4,2,4,4,2,5,4,4,4,2,5,4,4,2,4,2,3,4,5,4,22,1,80,CA
35726,3,2,4,3,3,3,3,2,4,4,1,1,4,4,4,4,4,2,1,2,1,2,18,1,90,US
35727,2,3,3,2,2,4,3,1,3,2,2,3,3,4,2,2,2,2,2,2,3,1,58,1,95,US
35728,3,5,2,4,4,4,4,2,2,4,1,2,2,4,4,4,4,2,1,2,3,1,33,1,50,FI
35729,3,4,1,1,4,1,3,1,4,1,1,1,1,1,4,3,1,1,1,1,1,1,43,2,98,US
35730,0,5,3,2,2,3,5,3,3,2,1,1,0,4,2,2,2,1,2,3,2,1,22,2,88,AU
35731,5,2,1,2,5,5,3,4,1,2,5,5,5,5,5,5,5,5,5,5,5,5,41,1,85,PH
35732,4,1,5,1,4,5,1,5,5,1,5,5,5,5,4,2,3,1,5,5,3,4,14,1,90,US
35733,1,1,2,1,4,5,4,3,1,1,3,2,3,3,1,4,1,1,4,4,3,4,45,1,100,US
35734,5,2,1,2,2,4,2,2,5,1,2,2,1,3,4,2,1,1,4,4,4,1,55,2,90,US
35735,2,1,2,5,5,5,4,4,5,5,5,5,5,5,4,3,5,5,5,5,5,5,13,1,98,FR
35737,2,1,3,2,4,4,2,4,2,2,4,2,4,5,2,2,2,2,2,4,4,2,38,1,80,FI
35738,4,4,5,1,2,3,4,1,4,1,1,1,1,2,5,4,5,2,2,5,5,2,23,2,79,CA
35739,2,4,2,2,2,5,4,2,4,2,4,2,2,2,4,4,3,3,3,4,4,3,312,2,85,GB
35741,2,5,5,3,4,3,5,3,5,2,2,2,3,4,4,4,3,4,3,3,4,3,32,2,70,FI
35742,5,2,3,5,5,5,1,5,5,5,5,3,5,5,5,5,5,5,4,5,5,3,32,2,99,US
35744,4,1,5,2,5,5,4,4,4,3,4,2,5,5,3,5,4,3,3,5,5,3,28,1,85,US
35745,4,4,4,4,5,4,4,2,5,1,5,3,4,4,2,1,2,2,4,4,4,2,16,2,97,AU
35746,1,2,1,3,3,3,3,3,3,3,2,1,4,3,3,3,1,1,3,3,1,3,53,1,80,CA
35747,5,5,2,1,1,2,5,1,3,1,1,1,1,2,2,1,1,2,1,1,2,1,43,2,90,GB
35748,5,4,2,3,4,2,4,5,4,2,0,3,1,2,2,4,1,2,3,3,1,2,37,2,80,SG
35749,4,5,5,4,2,3,3,3,3,1,1,2,4,4,4,4,3,3,2,4,4,2,23,2,75,GB
35750,5,4,5,4,5,5,4,4,5,2,4,4,4,5,5,5,4,4,3,4,2,3,15,2,98,US
35751,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,16,3,50,US
35752,1,3,4,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,42,2,99,US
35753,3,4,5,2,4,4,4,2,4,2,4,3,2,4,5,4,4,2,3,5,4,3,15,1,68,US
35754,2,4,3,2,2,2,3,2,4,2,1,1,2,2,4,3,3,2,2,4,4,2,51,2,95,US
35755,5,5,5,1,2,5,5,5,5,3,1,1,2,3,3,5,0,5,2,4,4,3,59,2,99,US
35756,2,5,4,3,1,4,5,3,5,1,1,1,1,1,5,5,5,1,1,1,1,1,49,1,80,CA
35757,4,3,3,2,3,3,4,2,3,2,1,1,2,3,3,4,4,2,3,2,2,3,29,2,80,FI
35758,2,2,3,2,4,4,2,2,2,4,2,1,4,4,4,2,2,1,2,4,2,2,38,1,80,US
35759,2,4,4,4,2,4,5,2,2,2,1,2,1,2,4,4,4,4,3,4,5,1,38,2,87,FI
35760,4,5,2,3,4,4,4,2,4,1,1,1,1,3,5,4,4,1,3,4,4,1,21,2,100,CA
35761,5,2,5,4,4,5,5,5,5,4,4,4,3,5,5,5,4,5,5,5,4,4,23,2,100,GB
35762,3,4,3,1,1,4,3,3,4,2,1,1,1,3,1,4,1,1,1,1,1,1,41,2,70,CA
35764,5,2,2,2,3,5,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,2,28,2,38,US
35766,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,23,1,100,US
35767,4,4,2,3,2,4,4,3,3,2,2,1,3,4,4,4,3,2,2,2,2,2,39,2,87,FI
35768,2,4,4,2,2,2,4,2,4,2,2,2,2,4,3,2,2,2,2,2,2,2,34,2,99,US
35769,2,5,3,1,3,2,2,1,2,1,1,1,2,4,3,2,1,2,1,1,3,1,49,2,100,US
35770,4,4,4,2,2,4,4,4,3,1,1,1,1,4,2,2,1,1,2,4,3,1,45,2,90,GB
35771,5,5,4,5,5,5,1,5,5,4,5,4,3,3,5,5,5,4,5,5,5,3,18,1,89,IN
35772,3,4,5,2,2,4,5,3,5,1,1,1,2,3,4,2,4,3,3,4,1,1,34,2,75,US
35774,4,5,2,4,3,3,5,3,4,3,4,3,3,5,3,2,3,4,3,3,4,4,65,1,90,US
35775,3,3,3,3,5,5,4,4,3,4,4,5,5,4,3,3,3,3,4,5,5,4,60,1,90,GB
35776,4,3,4,4,2,4,3,2,4,2,1,1,2,3,3,4,4,2,1,3,4,1,21,1,100,GB
35777,4,5,5,5,3,5,5,4,4,2,5,4,2,5,5,4,4,3,4,5,5,3,21,2,91,CA
35778,4,2,3,2,3,5,4,4,4,3,2,2,5,2,2,3,3,2,2,2,1,1,47,2,100,US
35779,4,4,4,2,2,4,4,2,3,1,1,2,1,1,5,3,1,2,2,4,4,2,30,2,96,GB
35780,5,4,5,5,0,5,5,5,5,2,3,5,4,5,5,4,5,5,4,5,4,4,18,2,80,US
35781,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,20,2,100,AU
35782,3,4,5,5,4,4,4,2,5,2,2,2,2,5,4,3,2,2,4,4,4,2,22,2,60,GB
35783,3,2,2,1,2,4,2,1,4,1,1,1,1,1,5,4,2,1,1,2,4,1,30,1,90,CA
35784,5,5,4,3,3,5,3,4,3,2,1,2,2,5,5,4,2,2,2,1,4,1,23,2,50,AU
35785,3,3,5,3,4,5,3,2,3,1,2,2,2,4,3,3,2,2,3,5,3,2,20,2,85,FR
35786,4,2,2,4,2,5,2,4,4,2,4,5,4,4,5,5,5,4,5,5,5,5,22,1,99,US
35787,5,2,2,5,5,5,2,5,5,3,4,3,4,1,5,4,5,4,4,5,5,3,41,2,100,GB
35788,5,5,5,3,3,5,5,4,5,1,3,2,3,4,5,5,3,4,2,4,5,3,25,2,84,US
35789,4,4,3,4,4,3,4,5,4,3,4,3,2,4,5,4,4,4,5,4,4,3,37,1,90,US
35790,4,2,2,2,2,4,5,2,4,4,2,2,4,3,4,4,4,4,4,1,5,4,28,1,87,US
35791,4,1,2,5,4,5,2,4,5,4,4,2,5,5,4,4,5,4,4,3,4,4,39,1,90,US
35792,4,1,4,2,4,4,2,2,5,5,5,4,5,5,4,3,4,4,4,4,4,4,38,1,85,US
35793,3,2,2,2,3,4,2,2,4,2,1,2,1,4,4,1,4,1,2,1,2,1,28,1,70,CA
35794,2,4,4,2,2,4,3,4,4,2,2,1,4,5,4,4,3,4,4,2,2,2,39,2,79,FI
35795,5,4,4,4,4,4,4,3,1,2,1,1,1,4,3,4,1,1,1,1,2,1,21,2,100,GB
35796,5,5,4,4,2,3,4,4,5,2,2,3,4,4,5,4,4,4,4,5,4,4,26,2,80,US
35797,4,4,3,1,2,3,3,2,4,1,1,2,1,2,4,3,4,2,2,4,4,1,67,2,80,US
35798,5,4,5,3,4,5,5,2,5,2,3,4,3,5,4,3,4,3,5,5,4,3,24,1,85,US
35799,1,1,1,1,3,1,1,1,1,4,4,4,2,2,1,1,2,2,3,2,3,3,17,2,73,US
35800,5,4,5,1,2,5,5,5,1,1,4,2,1,5,4,4,1,1,1,4,4,1,29,1,75,US
35801,4,5,4,5,5,5,5,4,4,5,4,4,4,5,4,3,4,4,3,4,4,3,52,2,90,US
35802,4,4,4,2,3,2,4,2,4,2,2,2,2,3,4,3,4,2,2,4,5,2,50,1,90,US
35803,2,2,1,2,3,5,5,2,3,2,4,2,4,4,4,2,2,4,2,4,4,2,32,2,60,US
35804,5,4,4,4,5,5,4,5,4,3,2,4,4,4,5,3,2,4,4,4,4,4,25,1,90,US
35805,3,4,2,4,2,3,4,2,2,1,1,1,3,2,3,3,2,4,2,4,3,2,52,2,98,US
35806,4,4,3,2,4,4,4,4,4,2,2,2,3,4,4,4,3,3,4,4,3,3,23,2,75,US
35807,4,4,5,2,4,4,4,3,4,3,2,2,2,4,4,4,4,3,3,4,4,4,14,2,80,US
35808,4,5,5,5,5,5,4,4,5,3,4,2,3,4,5,5,5,5,5,5,5,4,19,1,90,US
