,HSNS1,HSNS2,HSNS3,HSNS4,HSNS5,HSNS6,HSNS7,HSNS8,HSNS9,HSNS10,DDP1,DDP2,DDP3,DDP4,DDN1,DDN2,DDN3,DDN4,DDM1,DDM2,DDM3,DDM4,age,gender,accuracy,HSNScale,US/OTHER
29880,3,4,4,2,2,2,4,2,4,2,1,2,2,3,4,4,3,1,2,4,2,2,36,1,85,0.54,0
29881,5,5,4,2,5,5,4,4,5,4,4,4,5,2,4,3,5,4,5,5,4,2,21,1,90,0.78,1
29882,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,18,2,90,0.8,1
29883,4,1,4,4,4,3,2,5,5,4,5,5,5,5,3,3,3,5,4,5,5,4,16,1,90,0.64,1
29884,4,2,4,2,2,2,3,3,4,1,2,2,2,2,5,4,4,3,2,5,5,2,37,1,100,0.52,1
29885,2,4,5,3,5,5,4,2,3,3,1,2,1,1,1,1,1,1,1,1,2,2,32,2,100,0.66,0
29886,4,2,5,5,4,5,4,5,4,4,4,5,4,5,4,3,3,3,5,5,4,5,17,1,80,0.76,1
29889,4,4,3,5,4,5,4,2,3,4,4,4,2,5,5,4,4,3,4,5,3,4,20,2,90,0.68,1
29890,2,5,4,2,4,2,4,2,5,2,1,1,1,1,5,3,2,1,1,1,1,1,32,1,98,0.6,0
29891,5,2,4,2,5,5,4,5,5,3,5,4,5,5,4,3,5,4,5,5,5,5,26,1,50,0.74,1
29892,4,2,4,3,5,5,4,5,5,5,5,5,5,4,5,5,4,2,2,4,3,2,22,1,40,0.74,0
29893,5,4,4,2,4,5,4,4,4,2,4,2,4,5,2,2,2,3,4,4,2,2,23,1,82,0.72,0
29894,4,4,4,2,3,4,4,4,4,2,2,3,4,4,4,4,3,2,2,4,4,2,31,1,85,0.66,0
29895,3,1,4,5,5,5,2,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,29,1,90,0.7,1
29896,4,2,4,4,5,5,5,4,4,2,3,4,5,4,5,4,5,4,5,5,5,4,23,1,100,0.74,1
29897,5,2,4,3,5,5,4,5,4,4,5,4,2,5,4,3,2,2,4,5,4,2,24,1,90,0.74,0
29898,5,5,5,5,4,5,5,2,5,5,1,1,5,5,5,5,5,5,5,5,5,4,18,1,70,0.82,0
29899,4,2,5,5,5,5,5,5,4,5,3,4,3,5,2,1,2,2,3,5,3,3,22,1,87,0.8,1
29900,5,3,3,5,4,5,4,4,5,4,4,4,5,5,5,4,5,4,5,5,5,3,34,2,98,0.76,0
29901,4,4,3,2,3,4,2,2,4,1,1,1,2,4,4,4,2,1,1,1,2,1,24,1,50,0.56,0
29903,5,4,2,4,3,4,3,5,5,3,2,4,4,5,5,5,4,5,4,5,4,4,30,2,85,0.7,1
29904,4,2,5,2,4,4,4,4,4,1,1,1,1,4,5,4,4,4,2,4,4,1,16,2,80,0.66,0
29905,4,5,4,2,1,3,4,2,4,1,2,1,1,4,4,4,4,3,4,4,4,2,32,2,75,0.58,1
29906,5,3,4,5,4,5,4,4,4,2,3,4,4,3,4,4,4,3,3,4,4,4,18,1,80,0.76,0
29907,5,5,5,2,4,5,5,2,5,4,2,2,4,4,5,4,2,4,1,4,2,2,22,1,66,0.76,0
29908,5,5,4,4,5,5,5,4,4,4,2,2,2,2,5,5,5,2,5,4,5,2,17,2,85,0.82,0
29909,4,2,4,3,4,3,3,4,3,3,4,3,3,5,4,2,2,4,4,5,2,3,29,1,90,0.6,1
29910,2,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,2,5,4,4,2,31,2,80,0.58,0
29911,4,4,5,3,3,5,4,4,5,4,3,2,4,5,5,5,5,3,4,2,2,3,21,1,70,0.74,1
29912,1,4,2,1,1,3,2,2,5,1,2,1,1,1,5,4,1,1,1,1,1,1,54,1,100,0.42,1
29913,5,5,5,1,5,5,5,5,4,3,3,1,2,4,5,4,5,2,3,5,3,3,19,1,78,0.8,1
29914,5,4,4,5,5,5,4,4,5,2,5,3,4,4,5,4,5,4,5,4,4,5,20,1,85,0.82,1
29915,3,2,4,3,3,4,2,3,4,2,4,2,2,4,4,3,4,3,5,4,4,4,22,2,80,0.56,1
29916,4,4,4,4,4,4,4,4,5,2,2,2,3,5,5,3,4,4,4,4,2,2,21,1,70,0.74,1
29918,5,1,2,2,4,5,2,3,5,4,4,4,5,4,4,5,3,4,5,5,3,4,18,1,75,0.58,1
29919,5,4,5,2,3,5,4,4,5,5,4,3,4,5,5,5,5,5,5,5,5,5,33,1,90,0.74,0
29920,3,4,4,2,1,3,4,1,4,1,1,1,1,1,4,3,3,2,2,2,4,2,16,1,85,0.52,0
29921,3,4,3,2,4,2,4,2,2,2,2,2,2,2,4,3,3,2,2,3,4,2,46,1,90,0.52,0
29923,1,5,4,4,1,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,2,1,20,2,80,0.44,0
29924,4,2,4,2,4,3,3,4,5,4,3,4,5,5,4,4,4,2,4,4,4,3,21,1,99,0.62,0
29926,4,4,4,2,4,3,3,2,4,2,2,2,2,3,5,4,5,2,2,4,4,2,19,1,90,0.6,0
29927,4,4,4,2,2,2,4,2,4,2,2,2,2,4,4,4,3,2,2,2,3,2,22,2,100,0.56,0
29928,3,5,5,3,4,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,55,1,100,0.78,1
29929,5,3,5,2,5,5,4,4,3,3,3,3,4,5,1,1,1,1,3,4,4,3,18,2,100,0.72,0
29930,2,5,2,2,4,5,4,2,3,2,2,2,1,3,5,5,4,1,1,1,4,2,34,1,85,0.58,1
29931,5,5,4,2,4,4,5,4,4,4,3,3,3,5,2,2,1,1,3,4,4,2,38,1,90,0.74,1
29932,3,2,3,3,2,4,2,2,2,2,1,3,4,3,3,1,2,2,2,4,1,3,15,2,99,0.46,0
29933,4,3,2,2,3,5,2,3,3,4,3,2,3,4,4,4,5,2,5,4,4,4,29,1,65,0.54,0
29934,4,5,4,4,2,4,5,3,2,2,1,1,4,5,5,4,3,3,3,4,2,2,34,2,80,0.66,1
29935,4,3,2,2,3,4,2,2,4,1,2,1,2,2,5,3,5,2,2,2,2,2,29,1,80,0.52,1
29936,2,2,2,2,4,4,2,4,2,1,1,3,1,4,3,2,3,3,4,4,4,2,17,2,96,0.48,1
29937,5,4,5,3,4,4,4,4,5,4,4,3,4,3,4,4,3,4,3,4,3,3,21,1,80,0.76,1
29938,4,4,5,2,2,4,5,3,3,2,3,1,2,4,4,2,3,2,4,2,3,3,37,1,90,0.64,1
29940,2,4,3,2,2,3,4,3,4,2,1,3,1,2,3,2,2,2,2,2,4,1,52,2,90,0.54,1
29941,3,4,3,2,2,4,4,2,5,2,1,1,2,1,3,2,2,4,2,1,2,1,29,1,95,0.58,1
29942,4,5,5,5,3,3,5,5,5,4,2,5,4,5,5,5,5,5,4,5,5,4,18,3,90,0.8,1
29943,1,1,1,1,1,1,1,3,1,1,1,2,3,3,3,1,3,1,1,4,4,1,24,1,100,0.22,1
29944,3,4,4,2,3,4,4,3,4,2,5,1,3,2,4,4,3,3,2,1,1,1,36,2,90,0.62,1
29945,4,2,4,2,1,4,4,2,4,1,2,1,4,2,4,4,4,2,4,4,4,2,20,1,80,0.54,1
29946,4,5,5,2,2,4,4,2,4,1,1,1,1,4,4,3,2,2,2,2,2,1,19,2,90,0.64,1
29947,3,3,4,4,4,4,4,4,4,2,3,3,3,4,5,3,3,3,4,4,4,4,19,2,75,0.68,1
29948,4,5,5,5,3,4,5,5,5,2,5,5,3,4,5,5,5,3,5,5,5,4,22,2,99,0.82,1
29949,5,1,4,3,2,5,2,2,3,3,2,3,4,4,4,2,3,2,4,5,5,2,17,2,80,0.54,0
29950,3,3,4,3,1,4,3,1,2,3,1,2,2,2,4,4,1,2,1,4,2,2,19,2,89,0.48,1
29951,5,4,4,3,3,5,5,5,4,3,3,3,3,5,4,3,3,4,4,4,4,3,17,2,100,0.76,1
29952,4,4,5,3,2,4,4,3,4,2,2,2,3,4,4,1,4,2,2,3,2,2,32,2,80,0.66,1
29953,2,4,5,1,4,2,4,2,4,1,4,2,2,5,5,4,2,2,5,4,5,4,19,1,90,0.56,1
29954,1,3,2,1,1,4,3,1,2,1,1,1,1,1,3,3,1,1,1,1,1,1,18,2,80,0.36,1
29955,4,3,4,4,4,5,4,2,3,2,2,2,2,4,4,4,4,4,4,4,4,4,25,2,70,0.66,1
29956,4,1,1,3,4,5,4,3,4,4,2,2,5,4,4,4,5,2,2,4,2,2,20,1,95,0.58,0
29957,4,5,2,4,5,4,4,4,5,4,4,5,4,5,4,4,4,2,4,4,4,2,22,2,90,0.74,0
29958,2,2,2,2,3,3,4,2,2,3,4,2,3,4,2,2,2,2,2,2,4,2,39,2,98,0.44,1
29959,2,2,4,4,5,5,3,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,16,1,89,0.68,1
29960,5,4,5,3,4,5,4,4,5,4,2,1,4,5,4,4,4,5,4,5,4,4,29,2,85,0.78,1
29961,4,3,2,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,5,4,22,1,100,0.62,1
29962,5,1,1,5,5,5,1,5,1,1,5,5,5,5,5,1,5,1,5,5,5,5,22,1,100,0.58,0
29963,1,5,5,1,1,5,4,1,1,1,1,5,1,1,4,4,1,1,1,1,5,5,52,2,90,0.48,1
29964,4,4,5,2,3,4,4,4,3,2,1,2,3,5,4,3,3,2,2,3,4,2,26,2,99,0.66,1
29965,5,1,1,2,4,5,2,5,5,2,5,5,3,5,5,5,5,4,5,5,5,5,16,1,96,0.6,0
29966,3,2,2,1,2,3,2,2,2,1,2,2,2,2,2,2,1,2,1,3,2,1,23,1,100,0.38,1
29967,4,2,3,2,3,5,3,2,4,2,2,1,2,2,4,4,3,1,2,1,4,2,32,1,100,0.56,0
29968,5,5,5,5,5,5,5,5,5,3,5,4,4,5,5,5,5,1,3,5,1,4,20,1,80,0.9,1
29969,5,3,3,4,4,5,2,4,4,4,4,4,3,5,5,3,5,1,2,5,4,3,19,1,95,0.68,1
29970,4,4,4,2,2,4,2,2,4,4,4,2,4,4,2,2,2,2,4,4,4,2,19,2,99,0.56,0
29971,4,2,2,4,4,4,2,4,4,4,4,4,4,3,2,3,2,2,4,4,2,3,17,1,99,0.6,0
29972,5,4,5,4,4,5,4,4,4,1,4,4,3,4,5,5,5,4,5,4,4,4,18,2,90,0.78,1
29973,5,4,4,2,2,4,3,2,4,1,1,2,3,4,4,3,3,2,1,2,2,2,26,2,85,0.6,1
29974,5,5,4,3,2,2,5,4,5,1,4,5,4,2,5,5,2,2,5,5,5,5,18,2,75,0.7,1
29975,4,2,4,2,2,4,4,2,2,2,2,1,4,5,4,4,2,2,4,5,2,1,15,2,90,0.52,0
29976,4,4,4,3,3,5,4,4,5,2,2,3,1,4,4,4,4,3,2,4,2,1,49,2,80,0.72,1
29978,4,5,5,2,2,3,5,2,4,1,1,1,2,5,4,4,3,4,5,4,2,3,16,2,50,0.64,1
29979,5,5,5,4,4,4,4,4,4,2,2,4,4,5,4,2,5,3,4,4,4,3,23,1,95,0.78,0
29980,2,2,4,2,1,3,2,4,3,1,1,1,2,4,5,4,4,2,2,3,4,2,24,2,7,0.46,0
29981,5,4,4,5,2,5,5,5,4,1,4,4,4,5,5,5,4,5,4,5,4,4,15,1,100,0.78,1
29982,3,5,5,5,1,5,4,2,5,1,1,3,1,4,5,5,5,3,5,5,5,1,15,2,99,0.7,1
29983,4,4,1,2,1,4,4,1,1,1,1,1,3,5,4,4,4,1,2,4,2,1,21,2,100,0.44,0
29984,5,4,4,3,3,4,2,4,4,4,4,4,4,5,4,2,3,4,4,5,2,4,27,1,65,0.66,0
29985,2,2,2,4,4,3,5,3,4,5,3,3,5,4,4,4,2,4,3,4,5,2,23,2,90,0.58,0
29986,2,4,4,4,1,4,2,4,4,1,1,1,1,2,3,3,2,1,1,1,2,1,17,2,75,0.58,1
29987,4,4,4,5,2,4,4,2,4,2,1,1,2,2,4,4,2,1,2,4,4,1,42,1,90,0.66,0
29988,5,2,2,3,5,5,5,4,4,5,5,5,5,4,3,3,4,2,3,5,5,2,33,2,100,0.7,0
29989,4,4,2,2,3,4,3,4,4,3,2,2,3,4,4,4,3,2,4,4,4,3,41,2,75,0.6,0
29990,5,5,1,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,14,1,97,0.82,1
29991,3,4,4,2,2,4,4,3,4,2,2,1,1,4,4,4,1,2,1,4,1,2,18,1,85,0.6,1
29992,5,4,1,5,5,5,4,4,4,4,4,2,4,5,5,5,5,5,4,4,1,4,20,1,85,0.74,1
29993,3,1,5,1,3,5,2,2,4,3,4,3,4,5,3,1,1,1,4,5,4,3,16,2,100,0.52,0
29995,5,2,2,3,2,5,4,4,5,2,4,3,4,1,5,4,5,2,5,5,5,4,17,1,89,0.64,1
29997,5,4,5,2,4,4,4,5,5,4,3,1,5,4,4,5,3,3,1,4,3,1,42,2,100,0.76,1
29998,4,4,5,2,4,5,4,4,4,4,4,1,5,4,3,4,2,4,4,5,2,4,15,1,80,0.72,1
29999,5,5,5,4,4,5,5,5,5,3,2,5,4,5,5,5,5,4,5,5,4,5,16,2,100,0.86,1
30001,4,2,2,3,4,4,4,5,4,5,5,4,4,4,5,4,4,4,5,4,4,4,26,2,98,0.64,1
30002,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,5,5,4,4,49,2,100,0.74,0
30003,5,5,5,4,5,4,5,4,5,5,1,2,4,5,4,2,2,2,1,4,4,1,19,1,75,0.84,1
30004,5,4,4,2,5,4,4,5,5,4,1,2,2,4,4,1,4,4,2,4,4,2,21,1,80,0.76,0
30005,5,4,2,5,5,5,4,5,5,2,4,4,2,5,5,5,5,4,3,4,5,3,16,1,95,0.8,1
30006,3,5,4,4,4,5,4,3,5,3,4,3,4,5,4,2,2,2,4,4,1,3,15,1,100,0.74,1
30007,4,3,4,2,4,5,4,5,5,2,2,3,4,5,4,2,2,3,3,4,4,3,24,1,70,0.72,1
30008,4,4,5,2,5,4,4,2,5,5,2,2,2,4,4,4,4,4,4,4,2,3,24,1,80,0.7,1
30009,4,4,5,2,2,2,4,4,5,2,2,2,3,4,5,4,4,2,1,3,2,2,17,1,85,0.64,0
30010,4,4,4,2,4,4,4,2,4,2,1,2,3,4,4,2,2,2,4,3,4,3,61,1,90,0.64,1
30011,4,4,3,4,4,4,4,4,4,3,4,4,4,4,5,5,5,4,4,5,4,4,15,2,95,0.7,0
30013,2,4,5,3,1,5,4,5,5,2,4,5,2,5,4,3,3,3,3,5,4,3,16,2,100,0.68,0
30014,5,4,4,2,2,4,5,3,5,2,1,2,1,5,4,4,2,2,1,4,4,2,36,2,85,0.68,0
30015,5,3,4,5,5,5,4,5,4,5,3,4,4,4,5,4,3,3,3,4,5,3,40,1,75,0.8,0
30016,4,2,2,3,4,4,2,2,4,2,2,2,2,4,4,4,4,2,4,4,4,2,39,1,100,0.54,0
30017,4,4,5,2,4,5,5,4,5,4,5,5,4,5,4,3,4,3,4,4,3,3,15,2,90,0.76,0
30018,3,1,5,5,4,5,2,5,3,4,4,2,5,5,5,5,2,2,4,5,3,2,14,2,100,0.66,0
30019,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,17,2,80,0.72,1
30020,4,3,4,2,4,4,4,4,4,2,4,3,4,4,3,3,2,2,2,3,2,2,22,2,90,0.66,0
30021,3,4,5,4,5,3,4,5,4,5,1,2,3,5,5,5,4,2,3,4,4,2,21,2,95,0.74,0
30022,5,5,5,1,3,5,5,3,4,1,1,1,1,3,5,4,2,3,3,3,3,1,23,2,98,0.72,1
30023,4,3,4,2,1,2,4,2,4,1,1,1,2,2,3,3,2,2,2,4,5,1,28,2,85,0.52,0
30024,1,1,1,1,1,5,1,1,1,1,5,5,5,4,1,1,5,1,5,5,5,5,18,1,100,0.26,0
30025,2,1,1,1,2,3,2,1,1,1,1,1,2,4,3,2,1,1,1,1,2,1,34,2,85,0.28,0
30026,4,5,5,2,3,4,5,3,4,4,2,2,4,4,5,4,5,5,5,5,4,4,28,1,80,0.7,0
30027,5,5,1,4,5,5,4,5,4,4,5,5,5,4,5,2,5,3,4,4,5,4,32,1,85,0.76,0
30029,4,1,1,4,2,5,5,2,1,2,5,5,2,5,1,1,1,5,5,5,1,5,21,1,100,0.5,1
30030,5,4,4,2,3,4,4,5,4,2,2,1,2,2,5,3,3,4,4,4,4,2,32,1,95,0.7,0
30031,5,5,4,2,5,5,4,4,3,4,1,1,2,4,5,1,1,1,1,1,1,1,29,3,95,0.74,1
30032,5,4,5,4,4,3,2,4,4,1,1,2,3,3,4,4,1,1,4,4,3,1,18,2,90,0.7,0
30033,2,4,3,1,2,4,4,2,5,2,1,1,2,4,4,4,2,2,1,2,1,1,36,1,90,0.54,1
30034,4,2,4,2,4,4,4,4,4,2,2,4,4,4,4,4,4,2,2,3,2,2,17,1,20,0.64,0
30035,1,1,2,1,2,1,2,4,4,1,1,1,1,2,4,2,1,1,1,4,1,1,31,1,75,0.36,1
30036,2,2,1,5,1,4,4,1,5,1,3,5,5,5,1,1,5,2,4,1,2,1,18,2,93,0.5,1
30037,4,3,3,2,3,4,3,3,3,2,1,2,3,4,3,3,3,2,3,4,4,3,17,1,90,0.56,1
30038,5,2,4,2,5,5,5,5,4,5,5,5,5,5,4,3,2,4,3,4,4,4,30,1,85,0.74,1
30039,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,14,1,95,0.9,1
30040,5,5,5,3,2,5,5,3,3,3,1,1,1,3,4,3,2,2,3,5,4,3,30,1,70,0.72,1
30041,5,4,4,5,2,4,4,4,5,2,4,5,4,5,5,5,4,4,4,4,4,4,46,1,80,0.74,1
30042,3,1,1,1,2,4,1,1,4,1,1,2,2,2,3,2,1,2,1,2,1,1,21,1,95,0.36,1
30043,4,2,3,4,4,5,1,4,4,4,4,4,4,4,3,1,1,1,3,4,4,2,15,2,89,0.62,1
30044,3,4,2,4,3,5,3,5,4,2,4,4,4,5,3,1,3,3,2,4,4,2,24,1,80,0.66,1
30045,3,4,5,5,4,5,4,4,5,4,3,4,3,4,5,5,5,4,4,4,3,4,24,1,100,0.78,1
30046,2,2,2,2,3,2,4,2,2,2,5,4,4,4,3,2,2,2,5,5,5,5,16,1,100,0.42,1
30047,5,3,3,2,5,3,4,5,5,2,3,4,2,4,5,4,3,4,4,5,5,3,19,2,70,0.7,0
30048,2,1,4,2,1,5,4,4,4,5,5,4,4,2,3,3,4,1,5,4,4,3,24,1,100,0.54,1
30049,4,2,4,5,5,5,4,5,5,4,5,4,4,5,4,1,1,1,3,2,1,2,20,1,100,0.78,1
30050,1,1,2,5,5,3,2,2,2,5,2,2,2,4,2,2,4,1,1,2,3,1,19,1,70,0.46,1
30051,3,4,5,2,2,2,5,3,4,1,1,1,4,3,4,3,1,2,2,3,2,2,17,2,95,0.6,1
30052,4,2,2,2,2,4,3,3,3,2,2,2,2,4,4,4,4,2,2,2,2,2,31,1,80,0.5,1
30053,5,2,4,5,4,4,4,5,5,4,4,3,4,5,5,1,2,2,5,2,1,4,23,2,50,0.76,1
30054,4,3,4,2,5,5,4,4,4,5,5,4,4,5,3,3,4,4,5,4,4,4,18,2,100,0.7,1
30055,5,5,4,5,3,5,4,4,5,1,4,5,5,5,5,5,5,5,5,5,5,4,18,1,95,0.8,1
30056,1,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,3,100,0.58,1
30057,4,2,4,2,4,4,4,2,2,2,4,4,2,2,2,2,2,2,2,4,2,2,18,1,90,0.56,1
30058,4,3,4,4,1,4,4,1,4,5,4,4,5,5,4,4,3,1,4,5,4,4,18,1,85,0.58,1
30059,4,2,2,1,1,4,3,2,4,1,1,1,2,1,1,3,2,2,1,2,2,1,49,2,75,0.46,0
30061,2,5,4,2,2,5,4,3,4,4,3,1,3,1,3,3,4,3,4,2,1,2,21,2,100,0.62,1
30062,2,4,3,1,3,4,3,2,4,3,1,3,3,1,2,1,1,1,2,2,2,1,16,1,90,0.52,1
30063,4,3,4,3,4,3,2,3,3,3,2,2,3,3,4,3,4,2,3,4,4,2,42,2,90,0.58,0
30064,2,1,1,5,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,56,2,99,0.36,0
30067,2,2,1,1,4,4,4,4,1,1,3,3,2,3,3,2,2,1,1,1,1,1,56,2,80,0.46,0
30069,3,3,3,4,4,5,4,3,3,3,3,3,4,3,4,4,4,3,3,3,2,3,18,2,85,0.64,1
30070,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,19,1,100,0.9,0
30071,5,4,2,2,4,5,4,5,5,5,4,1,4,5,5,5,5,5,5,5,5,5,33,1,95,0.72,0
30072,4,3,4,4,3,4,2,4,4,4,2,2,3,4,4,2,2,2,2,4,4,2,30,2,90,0.64,0
30073,4,5,2,1,4,3,5,4,3,1,3,1,2,2,2,1,3,4,2,3,1,2,31,1,80,0.62,1
30074,1,4,2,1,4,2,3,4,3,1,1,2,4,5,3,1,2,1,2,4,4,1,28,2,80,0.48,0
30075,2,2,4,4,4,3,4,4,4,4,5,4,4,5,4,3,5,3,4,5,4,4,31,1,95,0.62,1
30076,4,4,5,5,4,4,5,5,4,5,3,2,4,5,5,2,4,3,4,5,4,1,20,2,90,0.8,1
30077,5,4,5,4,5,5,5,3,5,2,5,5,4,2,5,5,5,5,5,5,1,3,22,1,9,0.82,1
30078,5,4,4,5,2,4,4,4,4,2,2,3,2,4,5,4,4,4,4,4,5,3,23,2,95,0.72,0
30079,5,5,4,5,4,4,4,5,5,4,2,3,2,4,5,5,5,5,3,5,5,4,25,2,85,0.82,0
30080,2,4,4,3,1,2,4,2,4,2,2,2,2,1,2,2,2,1,2,4,2,1,17,2,40,0.52,1
30081,3,2,4,4,3,4,3,3,4,1,3,1,4,1,4,4,4,3,4,3,3,1,23,1,85,0.6,0
30082,2,2,3,1,2,5,3,3,5,1,2,2,3,5,4,3,4,1,2,5,5,1,26,2,100,0.52,1
30083,3,3,2,3,4,4,3,3,4,3,4,3,2,4,3,2,4,2,2,4,2,2,25,2,90,0.58,1
30084,4,1,2,2,4,4,3,4,3,4,2,2,4,3,2,2,4,2,1,2,3,1,48,1,90,0.54,1
30085,2,3,4,2,1,3,4,3,4,2,1,2,2,3,4,3,2,2,1,4,4,2,16,1,80,0.52,1
30086,3,3,3,1,5,2,2,3,2,3,4,2,3,3,1,1,3,3,3,4,3,4,28,1,100,0.48,0
30087,5,3,1,2,5,5,5,5,3,1,5,5,5,4,5,4,5,3,4,5,5,4,32,1,100,0.68,0
30089,5,1,2,5,2,4,4,4,5,2,3,2,1,4,4,4,5,2,4,5,5,3,23,2,60,0.64,0
30090,5,3,5,1,4,3,4,1,4,2,2,3,1,4,5,2,5,2,4,3,2,3,17,1,85,0.6,0
30091,3,5,1,2,1,3,2,1,1,1,1,1,3,4,4,3,1,2,1,3,1,1,19,2,70,0.38,0
30092,2,2,2,2,2,4,2,2,4,4,4,2,4,4,4,2,4,2,4,4,2,4,18,2,90,0.44,0
30094,5,3,5,2,4,3,4,2,2,2,2,3,1,3,4,3,2,1,2,3,2,1,19,2,85,0.6,0
30095,4,2,4,3,2,5,2,4,2,3,3,2,3,3,4,3,4,2,3,2,3,3,21,1,100,0.56,1
30096,4,4,4,2,2,5,5,2,4,2,4,1,2,2,4,4,2,4,2,3,2,2,31,2,85,0.64,0
30097,4,2,4,2,2,2,4,2,1,2,3,2,1,4,4,4,4,4,4,4,4,2,16,2,95,0.46,1
30098,4,3,1,4,4,3,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,23,2,90,0.62,0
30099,3,4,3,1,2,4,4,2,3,2,1,1,2,1,4,3,4,3,3,2,4,1,40,1,90,0.52,0
30100,5,1,2,3,5,5,4,4,4,2,5,5,5,3,3,2,2,5,5,5,4,5,29,1,100,0.66,0
30102,5,5,5,4,3,4,4,4,4,3,3,3,3,4,5,4,4,4,4,4,4,4,19,2,75,0.76,0
30104,4,2,3,2,5,4,4,5,4,2,4,4,4,4,4,4,3,4,5,4,4,4,23,1,95,0.66,0
30105,5,5,5,5,5,3,5,5,4,2,1,3,2,5,5,2,3,2,3,4,3,2,31,1,88,0.84,0
30106,5,5,5,5,5,5,5,5,5,3,5,3,4,3,5,5,5,5,5,5,5,5,18,1,85,0.9,0
30107,2,3,3,2,1,1,2,3,2,3,1,1,3,3,4,3,2,2,3,4,4,1,46,1,98,0.38,0
30108,4,2,4,2,2,4,4,2,4,1,2,2,4,2,4,4,4,4,2,2,4,4,21,2,80,0.56,1
30109,5,4,5,3,5,5,5,3,5,4,2,3,3,4,5,4,4,3,3,5,4,2,18,1,90,0.8,0
30110,5,4,4,4,4,5,4,4,5,1,3,3,3,3,5,3,5,1,4,2,4,4,17,1,75,0.78,0
30112,3,1,4,3,2,4,2,3,3,2,4,2,5,4,4,4,2,4,2,4,4,2,14,2,80,0.5,1
30113,5,3,3,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,26,2,95,0.82,0
30114,5,3,4,4,4,5,3,4,4,3,2,5,3,5,5,3,5,3,2,5,5,1,18,1,90,0.72,0
30115,1,1,1,3,5,5,1,3,3,5,5,3,5,5,4,2,4,3,5,5,5,4,22,1,86,0.46,0
30116,2,3,3,3,2,2,4,2,3,2,1,1,1,3,4,3,3,2,2,2,3,2,26,2,80,0.48,1
30117,4,5,4,5,4,5,5,4,4,3,5,5,4,5,5,5,5,4,5,5,4,4,16,2,85,0.8,1
30118,5,5,4,4,2,3,4,4,5,1,1,1,1,2,4,5,5,1,2,4,4,1,16,2,95,0.72,1
30120,5,2,2,4,5,5,2,5,4,2,4,4,4,4,5,4,5,4,5,5,5,4,23,2,94,0.68,0
30121,3,4,4,5,4,3,4,2,4,3,2,2,4,3,5,4,4,2,4,4,3,1,27,2,95,0.66,0
30122,5,4,5,4,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,23,1,100,0.86,1
30123,5,3,5,4,4,5,4,5,5,5,4,2,3,4,5,1,4,1,4,5,5,3,43,2,95,0.8,1
30124,5,3,4,4,3,3,5,4,4,2,2,3,3,3,3,2,2,2,4,4,3,4,39,2,90,0.7,1
30125,5,4,5,2,5,5,5,4,5,4,2,2,2,4,5,5,5,4,5,5,5,4,28,1,86,0.8,0
30126,2,2,4,1,4,3,2,4,4,3,1,2,2,3,5,5,3,2,2,4,2,1,38,1,70,0.52,1
30127,4,1,1,5,1,4,5,5,3,5,5,3,5,5,1,5,3,1,3,5,5,4,18,1,50,0.58,0
30128,5,3,4,3,5,5,3,4,4,4,1,4,3,3,4,4,5,5,5,4,4,4,20,1,50,0.72,0
30129,2,4,4,2,3,3,4,3,2,2,1,1,2,3,3,1,1,2,1,2,4,1,30,2,75,0.54,1
30130,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,17,1,97,0.9,0
30131,4,1,1,2,1,3,2,2,3,1,4,2,2,4,4,4,4,3,3,5,5,3,19,1,100,0.38,0
30133,2,1,4,5,4,5,2,5,5,4,4,4,4,3,4,2,4,4,5,5,3,3,16,2,99,0.66,1
30134,5,4,5,2,5,5,4,5,5,2,5,2,4,5,5,5,5,4,5,5,5,4,24,1,95,0.8,0
30135,5,1,3,4,5,5,2,5,1,5,4,4,5,5,3,3,3,1,1,1,1,1,21,2,90,0.62,1
30137,3,2,3,3,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,3,15,1,99,0.62,0
30138,4,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,3,4,3,2,20,2,85,0.42,0
